5.000000e-003 1.000000e+000 0.000000e+000 1.000000e+003 
1.500000e-002 1.000000e+000 0.000000e+000 1.000000e+003 
2.500000e-002 1.000000e+000 0.000000e+000 1.000000e+003 
3.500000e-002 1.000000e+000 0.000000e+000 1.000000e+003 
4.500000e-002 1.000000e+000 0.000000e+000 1.000000e+003 
5.500000e-002 1.000000e+000 0.000000e+000 1.000000e+003 
6.500000e-002 1.000000e+000 0.000000e+000 1.000000e+003 
7.500000e-002 1.000000e+000 0.000000e+000 1.000000e+003 
8.500000e-002 1.000000e+000 0.000000e+000 1.000000e+003 
9.500000e-002 1.000000e+000 0.000000e+000 1.000000e+003 
1.050000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
1.150000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
1.250000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
1.350000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
1.450000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
1.550000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
1.650000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
1.750000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
1.850000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
1.950000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.050000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.150000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.250000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.350000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.450000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.550000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.650000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.750000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.850000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
2.950000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
3.050000e-001 1.000000e+000 0.000000e+000 1.000000e+003 
3.150000e-001 9.907565e-001 3.471449e-001 9.870831e+002 
3.250000e-001 9.473249e-001 2.013812e+000 9.270401e+002 
3.350000e-001 9.054300e-001 3.680478e+000 8.701554e+002 
3.450000e-001 8.650305e-001 5.347145e+000 8.162891e+002 
3.550000e-001 8.260862e-001 7.013812e+000 7.653067e+002 
3.650000e-001 7.885573e-001 8.680478e+000 7.170782e+002 
3.750000e-001 7.524049e-001 1.034714e+001 6.714787e+002 
3.850000e-001 7.175908e-001 1.201381e+001 6.283876e+002 
3.950000e-001 6.840775e-001 1.368048e+001 5.876888e+002 
4.050000e-001 6.518282e-001 1.534714e+001 5.492706e+002 
4.150000e-001 6.208067e-001 1.701381e+001 5.130255e+002 
4.250000e-001 5.909778e-001 1.868048e+001 4.788501e+002 
4.350000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
4.450000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
4.550000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
4.650000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
4.750000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
4.850000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
4.950000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.050000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.150000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.250000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.350000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.450000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.550000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.650000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.750000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.850000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
5.950000e-001 5.750623e-001 1.959745e+001 4.608938e+002 
6.050000e-001 5.999241e+000 1.959745e+001 4.608938e+002 
